dataset,term,method,inference_seconds,MSE,MAE,RMSE,MAPE,sMAPE,MASE,ND,CRPS
US_Term_Structure/B,short,bayes_covariate_prediction,6.545524535700679,0.023067453546776404,0.10213047977591405,0.12272495689317574,0.9471594868415626,0.2691588102408878,1.498343397371125,0.2604909029587153,0.2604909029587153
US_Term_Structure/B,short,full_ridge_shared,6.545524535700679,0.023067453546776404,0.10213047977591405,0.12272495689317574,0.9471594868415626,0.2691588102408878,1.498343397371125,0.2604909029587153,0.2604909029587153
Uncertainty_1M/M,short,vanilla,0.0976138198748231,0.0012477290401002555,0.0268477996190389,0.030450285506596918,0.033258431509049335,0.032782336617931535,0.33200176298328404,0.03302068253612957,0.03302068253612957
Uncertainty_1M/M,short,covariate_prediction,0.0976138198748231,0.0012477290401002555,0.0268477996190389,0.030450285506596918,0.033258431509049335,0.032782336617931535,0.33200176298328404,0.03302068253612957,0.03302068253612957
Uncertainty_1M/M,short,bayes_covariate_prediction,0.0976138198748231,0.0012477290401002555,0.0268477996190389,0.030450285506596918,0.033258431509049335,0.032782336617931535,0.33200176298328404,0.03302068253612957,0.03302068253612957
Uncertainty_1M/M,short,full_ridge_shared,0.0976138198748231,0.0012477290401002555,0.0268477996190389,0.030450285506596918,0.033258431509049335,0.032782336617931535,0.33200176298328404,0.03302068253612957,0.03302068253612957
Vehicle_Sales/M,short,vanilla,0.07088806293904781,2666.5882325198763,13.731455821543932,15.302668453536027,0.08987582754393995,0.08854775564889103,0.8236065418222713,0.09000355019499195,0.09000355019499195
Vehicle_Sales/M,short,covariate_prediction,0.07088806293904781,2666.5882325198763,13.731455821543932,15.302668453536027,0.08987582754393995,0.08854775564889103,0.8236065418222713,0.09000355019499195,0.09000355019499195
Vehicle_Sales/M,short,bayes_covariate_prediction,0.07088806293904781,2666.5882325198763,13.731455821543932,15.302668453536027,0.08987582754393995,0.08854775564889103,0.8236065418222713,0.09000355019499195,0.09000355019499195
Vehicle_Sales/M,short,full_ridge_shared,0.07088806293904781,2666.5882325198763,13.731455821543932,15.302668453536027,0.08987582754393995,0.08854775564889103,0.8236065418222713,0.09000355019499195,0.09000355019499195
Vehicle_Supply/M,short,vanilla,0.0701600443571806,2704.58699951601,22.320222251365582,26.449555347278547,0.2518155462950676,0.21088419268031608,0.8042214388559568,0.23086327120620262,0.23086327120620262
Vehicle_Supply/M,short,covariate_prediction,0.0701600443571806,2704.58699951601,22.320222251365582,26.449555347278547,0.2518155462950676,0.21088419268031608,0.8042214388559568,0.23086327120620262,0.23086327120620262
Vehicle_Supply/M,short,bayes_covariate_prediction,0.0701600443571806,2704.58699951601,22.320222251365582,26.449555347278547,0.2518155462950676,0.21088419268031608,0.8042214388559568,0.23086327120620262,0.23086327120620262
Vehicle_Supply/M,short,full_ridge_shared,0.0701600443571806,2704.58699951601,22.320222251365582,26.449555347278547,0.2518155462950676,0.21088419268031608,0.8042214388559568,0.23086327120620262,0.23086327120620262
WUI_Global/Q,short,vanilla,0.07191882468760014,0.04861412840582375,0.1479527090365688,0.17487974428271627,0.579345018330673,0.6436988933984985,0.9822384045920475,0.6727197371556692,0.6727197371556692
WUI_Global/Q,short,covariate_prediction,0.07191882468760014,0.04861412840582375,0.1479527090365688,0.17487974428271627,0.579345018330673,0.6436988933984985,0.9822384045920475,0.6727197371556692,0.6727197371556692
WUI_Global/Q,short,bayes_covariate_prediction,0.07191882468760014,0.04861412840582375,0.1479527090365688,0.17487974428271627,0.579345018330673,0.6436988933984985,0.9822384045920475,0.6727197371556692,0.6727197371556692
WUI_Global/Q,short,full_ridge_shared,0.07191882468760014,0.04861412840582375,0.1479527090365688,0.17487974428271627,0.579345018330673,0.6436988933984985,0.9822384045920475,0.6727197371556692,0.6727197371556692
Water_Quality_Darwin/15T,long,vanilla,0.999797347933054,9.030452572002456,0.9201136857676652,1.1709260564202475,0.09621795007548421,0.09399204212095322,1.3525940276767114,0.08879184424485681,0.08879184424485681
Water_Quality_Darwin/15T,long,covariate_prediction,8.774665661156178,17.305157165186692,1.1003611954379988,1.3811582746699043,0.1014499323648096,0.09440181160491411,1.525541093800799,0.09135895194130106,0.09135895194130106
Water_Quality_Darwin/15T,long,bayes_covariate_prediction,8.77471856214106,11.967264375173501,0.9909671523437077,1.2522744696187855,0.09509488755387877,0.08988085786015138,1.417430731085,0.08616149622207513,0.08616149622207513
Water_Quality_Darwin/15T,long,full_ridge_shared,9.303288117051125,9.030927633016722,0.9182474383805644,1.16903619046757,0.09617302047028706,0.09399651710922544,1.336507255165477,0.08877709476614848,0.08877709476614848
Water_Quality_Darwin/15T,medium,vanilla,2.900693764910102,3.3564993845050495,0.5678275883062448,0.7336453362424916,0.06854437153736845,0.06421916704528319,0.8815112955127548,0.06323965374760074,0.06323965374760074
Water_Quality_Darwin/15T,medium,covariate_prediction,28.94027060084045,3.7845209091172856,0.6048619724481854,0.7699728015925987,0.07357951852160338,0.06715732172646213,0.8879909009539472,0.06683330280073967,0.06683330280073967
Water_Quality_Darwin/15T,medium,bayes_covariate_prediction,28.940340662375093,3.462148426763559,0.5729896640209041,0.7363431154302608,0.0691340833832883,0.0637724319347111,0.8659416771057168,0.06315954947747905,0.06315954947747905
Water_Quality_Darwin/15T,medium,full_ridge_shared,38.126942823641,3.3570789516754793,0.5677034924701923,0.7335710033344041,0.0685574439579345,0.0642401086413506,0.8802898269555639,0.06325412604663352,0.06325412604663352
Water_Quality_Darwin/15T,short,vanilla,21.389026205986738,2.04300372001925,0.4198844436519724,0.5028248462628175,0.052672995789155734,0.0497206671831534,0.6095422484024997,0.05058788640029228,0.05058788640029228
Water_Quality_Darwin/15T,short,covariate_prediction,21.389026205986738,2.04300372001925,0.4198844436519724,0.5028248462628175,0.052672995789155734,0.0497206671831534,0.6095422484024997,0.05058788640029228,0.05058788640029228
Water_Quality_Darwin/15T,short,bayes_covariate_prediction,21.389026205986738,2.04300372001925,0.4198844436519724,0.5028248462628175,0.052672995789155734,0.0497206671831534,0.6095422484024997,0.05058788640029228,0.05058788640029228
Water_Quality_Darwin/15T,short,full_ridge_shared,21.389026205986738,2.04300372001925,0.4198844436519724,0.5028248462628175,0.052672995789155734,0.0497206671831534,0.6095422484024997,0.05058788640029228,0.05058788640029228
azure2019_D/5T,short,vanilla,40.571006724610925,56.47830153932693,2.5912948278198638,3.6720675711197055,0.19691991110672738,0.16713676952134612,0.7139268680546685,0.16995732847928888,0.16995732847928888
azure2019_D/5T,short,covariate_prediction,40.571006724610925,56.47830153932693,2.5912948278198638,3.6720675711197055,0.19691991110672738,0.16713676952134612,0.7139268680546685,0.16995732847928888,0.16995732847928888
azure2019_D/5T,short,bayes_covariate_prediction,40.571006724610925,56.47830153932693,2.5912948278198638,3.6720675711197055,0.19691991110672738,0.16713676952134612,0.7139268680546685,0.16995732847928888,0.16995732847928888
azure2019_D/5T,short,full_ridge_shared,40.571006724610925,56.47830153932693,2.5912948278198638,3.6720675711197055,0.19691991110672738,0.16713676952134612,0.7139268680546685,0.16995732847928888,0.16995732847928888
azure2019_I/5T,short,vanilla,20.087707655504346,45.27416105246148,2.144972492189974,3.210131744582422,0.17909665625161783,0.1450451533375802,0.6720799653994799,0.15179527196372633,0.15179527196372633
azure2019_I/5T,short,covariate_prediction,20.087707655504346,45.27416105246148,2.144972492189974,3.210131744582422,0.17909665625161783,0.1450451533375802,0.6720799653994799,0.15179527196372633,0.15179527196372633
azure2019_I/5T,short,bayes_covariate_prediction,20.087707655504346,45.27416105246148,2.144972492189974,3.210131744582422,0.17909665625161783,0.1450451533375802,0.6720799653994799,0.15179527196372633,0.15179527196372633
azure2019_I/5T,short,full_ridge_shared,20.087707655504346,45.27416105246148,2.144972492189974,3.210131744582422,0.17909665625161783,0.1450451533375802,0.6720799653994799,0.15179527196372633,0.15179527196372633
azure2019_U/5T,short,vanilla,5.4210500018671155,69.32600706189042,2.390940556134898,3.325449651240419,0.37064160131276197,0.16478850558929312,0.6571249776312451,0.17734112514430397,0.17734112514430397
azure2019_U/5T,short,covariate_prediction,5.4210500018671155,69.32600706189042,2.390940556134898,3.325449651240419,0.37064160131276197,0.16478850558929312,0.6571249776312451,0.17734112514430397,0.17734112514430397
azure2019_U/5T,short,bayes_covariate_prediction,5.4210500018671155,69.32600706189042,2.390940556134898,3.325449651240419,0.37064160131276197,0.16478850558929312,0.6571249776312451,0.17734112514430397,0.17734112514430397
azure2019_U/5T,short,full_ridge_shared,5.4210500018671155,69.32600706189042,2.390940556134898,3.325449651240419,0.37064160131276197,0.16478850558929312,0.6571249776312451,0.17734112514430397,0.17734112514430397
current_velocity/10T,long,vanilla,1.4043687880039215,11.676829093997988,1.0308974242816946,1.3565479194822818,3330.774495850892,0.5385259147254425,0.9351213257677004,0.3833889544196513,0.3833889544196513
current_velocity/10T,long,covariate_prediction,40.0466016093269,13.413192215644473,1.0679417021118687,1.403586358085389,3330.8019167935977,0.5352518928271928,0.9258720901787921,0.38868890937876494,0.38868890937876494
current_velocity/10T,long,bayes_covariate_prediction,40.046723331324756,12.098683410460993,1.0327533812781553,1.3609634974325546,3330.755303965645,0.5331051567629899,0.9098710797761549,0.37814921726221,0.37814921726221
current_velocity/10T,long,full_ridge_shared,46.01549269352108,11.672466367447974,1.0304956425938576,1.356230232336823,3330.7813480156415,0.5343568404863484,0.9358936256975168,0.3845628088382012,0.3845628088382012
current_velocity/10T,medium,vanilla,4.06275867857039,9.55716854971422,0.8878966346540026,1.1818875226604502,3372.1383399168417,0.4859599708065097,0.6911431149543242,0.33632302300349054,0.33632302300349054
current_velocity/10T,medium,covariate_prediction,75.3771954709664,9.822646448555309,0.8955754262603325,1.1958361534581021,3372.1568731766106,0.4847116788281832,0.6948237989776308,0.33863153370649707,0.33863153370649707
current_velocity/10T,medium,bayes_covariate_prediction,75.37732002139091,9.539398588667447,0.8833152308347294,1.179033510880798,3372.1397868495897,0.48356400110525216,0.6861228776101598,0.3346217274350512,0.3346217274350512
current_velocity/10T,medium,full_ridge_shared,76.92309344746172,9.556933930287684,0.8878813665074281,1.1818710809991975,3372.1382430254553,0.48625569358671267,0.6911165164170934,0.33630955074227714,0.33630955074227714
current_velocity/10T,short,vanilla,32.40479180775583,7.014398304167476,0.7190213343260015,0.9037141555871174,3150.0566805890385,0.43714481218332935,0.5283046739516529,0.3258274561233254,0.3258274561233254
current_velocity/10T,short,covariate_prediction,32.40479180775583,7.014398304167476,0.7190213343260015,0.9037141555871174,3150.0566805890385,0.43714481218332935,0.5283046739516529,0.3258274561233254,0.3258274561233254
current_velocity/10T,short,bayes_covariate_prediction,32.40479180775583,7.014398304167476,0.7190213343260015,0.9037141555871174,3150.0566805890385,0.43714481218332935,0.5283046739516529,0.3258274561233254,0.3258274561233254
current_velocity/10T,short,full_ridge_shared,32.40479180775583,7.014398304167476,0.7190213343260015,0.9037141555871174,3150.0566805890385,0.43714481218332935,0.5283046739516529,0.3258274561233254,0.3258274561233254
current_velocity/15T,long,vanilla,0.5489171901717782,10.545652185548425,1.061131691680433,1.341420260409983,119975.52890856045,0.5962108790672945,0.8343732375159416,0.44902400922561353,0.44902400922561353
current_velocity/15T,long,covariate_prediction,0.5489171901717782,10.545652185548425,1.061131691680433,1.341420260409983,119975.52890856045,0.5962108790672945,0.8343732375159416,0.44902400922561353,0.44902400922561353
current_velocity/15T,long,bayes_covariate_prediction,0.5489171901717782,10.545652185548425,1.061131691680433,1.341420260409983,119975.52890856045,0.5962108790672945,0.8343732375159416,0.44902400922561353,0.44902400922561353
current_velocity/15T,long,full_ridge_shared,0.5489171901717782,10.545652185548425,1.061131691680433,1.341420260409983,119975.52890856045,0.5962108790672945,0.8343732375159416,0.44902400922561353,0.44902400922561353
current_velocity/15T,medium,vanilla,1.6444967882707715,8.916212549729067,0.9588080937561619,1.207207860284949,122394.52034056495,0.5726952874864876,0.7292408339267435,0.4318312862531994,0.4318312862531994
current_velocity/15T,medium,covariate_prediction,1.6444967882707715,8.916212549729067,0.9588080937561619,1.207207860284949,122394.52034056495,0.5726952874864876,0.7292408339267435,0.4318312862531994,0.4318312862531994
current_velocity/15T,medium,bayes_covariate_prediction,1.6444967882707715,8.916212549729067,0.9588080937561619,1.207207860284949,122394.52034056495,0.5726952874864876,0.7292408339267435,0.4318312862531994,0.4318312862531994
current_velocity/15T,medium,full_ridge_shared,1.6444967882707715,8.916212549729067,0.9588080937561619,1.207207860284949,122394.52034056495,0.5726952874864876,0.7292408339267435,0.4318312862531994,0.4318312862531994
current_velocity/15T,short,vanilla,12.417618847452104,6.05515836665764,0.7410914236113538,0.9015804159960418,108212.79943879657,0.4682939737682382,0.5023035959666317,0.38378726853955775,0.38378726853955775
current_velocity/15T,short,covariate_prediction,12.417618847452104,6.05515836665764,0.7410914236113538,0.9015804159960418,108212.79943879657,0.4682939737682382,0.5023035959666317,0.38378726853955775,0.38378726853955775
current_velocity/15T,short,bayes_covariate_prediction,12.417618847452104,6.05515836665764,0.7410914236113538,0.9015804159960418,108212.79943879657,0.4682939737682382,0.5023035959666317,0.38378726853955775,0.38378726853955775
current_velocity/15T,short,full_ridge_shared,12.417618847452104,6.05515836665764,0.7410914236113538,0.9015804159960418,108212.79943879657,0.4682939737682382,0.5023035959666317,0.38378726853955775,0.38378726853955775
current_velocity/20T,long,vanilla,2.890557274222374,9.892995385197665,1.0359123305041569,1.3005986964536889,1.5364245158642762,0.6062041632418674,1.0474598582211219,0.4632693582308285,0.4632693582308285
current_velocity/20T,long,covariate_prediction,2.890557274222374,9.892995385197665,1.0359123305041569,1.3005986964536889,1.5364245158642762,0.6062041632418674,1.0474598582211219,0.4632693582308285,0.4632693582308285
current_velocity/20T,long,bayes_covariate_prediction,2.890557274222374,9.892995385197665,1.0359123305041569,1.3005986964536889,1.5364245158642762,0.6062041632418674,1.0474598582211219,0.4632693582308285,0.4632693582308285
current_velocity/20T,long,full_ridge_shared,2.890557274222374,9.892995385197665,1.0359123305041569,1.3005986964536889,1.5364245158642762,0.6062041632418674,1.0474598582211219,0.4632693582308285,0.4632693582308285
current_velocity/20T,medium,vanilla,8.606867323629558,7.8027431222055466,0.883055005811989,1.0873183681692127,1.1919067361491578,0.5212002388534505,0.7585176176050433,0.3903163498548661,0.3903163498548661
current_velocity/20T,medium,covariate_prediction,8.606867323629558,7.8027431222055466,0.883055005811989,1.0873183681692127,1.1919067361491578,0.5212002388534505,0.7585176176050433,0.3903163498548661,0.3903163498548661
current_velocity/20T,medium,bayes_covariate_prediction,8.606867323629558,7.8027431222055466,0.883055005811989,1.0873183681692127,1.1919067361491578,0.5212002388534505,0.7585176176050433,0.3903163498548661,0.3903163498548661
current_velocity/20T,medium,full_ridge_shared,8.606867323629558,7.8027431222055466,0.883055005811989,1.0873183681692127,1.1919067361491578,0.5212002388534505,0.7585176176050433,0.3903163498548661,0.3903163498548661
current_velocity/20T,short,vanilla,66.5167979914695,4.1751561585361365,0.6052195246660109,0.7124858483241029,0.9216093323412801,0.42261422754223915,0.47910051773943807,0.3410431714313891,0.3410431714313891
current_velocity/20T,short,covariate_prediction,66.5167979914695,4.1751561585361365,0.6052195246660109,0.7124858483241029,0.9216093323412801,0.42261422754223915,0.47910051773943807,0.3410431714313891,0.3410431714313891
current_velocity/20T,short,bayes_covariate_prediction,66.5167979914695,4.1751561585361365,0.6052195246660109,0.7124858483241029,0.9216093323412801,0.42261422754223915,0.47910051773943807,0.3410431714313891,0.3410431714313891
current_velocity/20T,short,full_ridge_shared,66.5167979914695,4.1751561585361365,0.6052195246660109,0.7124858483241029,0.9216093323412801,0.42261422754223915,0.47910051773943807,0.3410431714313891,0.3410431714313891
current_velocity/5T,long,vanilla,0.15692849084734917,5.494680423381424,0.8914244977776197,1.0733475168801736,0.8593487745008729,0.48285399716219474,0.8300299590984856,0.44949871582794265,0.44949871582794265
current_velocity/5T,long,covariate_prediction,0.9889347767457366,6.755127785319733,0.9610513950038077,1.1685227798111661,0.8238088500310898,0.47836725089118304,0.801269867513336,0.4205145603288999,0.4205145603288999
current_velocity/5T,long,bayes_covariate_prediction,0.9889634363353252,5.785988126112013,0.9070508663948653,1.0934450527445974,0.8435727499026374,0.4803016242743115,0.8083147247338577,0.4370259943015979,0.4370259943015979
current_velocity/5T,long,full_ridge_shared,1.390749461017549,5.501022369595292,0.8948223618925605,1.075406078436238,0.8619703427275474,0.5629278572140436,0.8655398795120639,0.46887931294052854,0.46887931294052854
current_velocity/5T,medium,vanilla,0.4147814176976681,5.008877920412857,0.7779179214746375,0.9558272813308873,0.6799373477765973,0.41541689088656164,0.5819090315280525,0.3628913936041706,0.3628913936041706
current_velocity/5T,medium,covariate_prediction,8.563732325099409,6.758307894867636,0.9001796972268047,1.1036746006737075,0.6755974446073197,0.4094267335246308,0.5896777650433556,0.3599970104923393,0.3599970104923393
current_velocity/5T,medium,bayes_covariate_prediction,8.563761545345187,5.610640155377991,0.8239063345730984,1.0110149475149566,0.6721600957582629,0.40697280599258,0.5761385514763138,0.3577758302208593,0.3577758302208593
current_velocity/5T,medium,full_ridge_shared,8.980567815713584,4.994739415785143,0.7780799056905051,0.9559409259345467,1.1498497226429962,0.43243714709727277,0.7393925783966134,0.5827903672526903,0.5827903672526903
current_velocity/5T,short,vanilla,3.286330858245492,2.91359569181815,0.5493215439626555,0.6554102410891427,0.43597219167423384,0.3435261996851947,0.3677495860120841,0.2954592712006785,0.2954592712006785
current_velocity/5T,short,covariate_prediction,3.286330858245492,2.91359569181815,0.5493215439626555,0.6554102410891427,0.43597219167423384,0.3435261996851947,0.3677495860120841,0.2954592712006785,0.2954592712006785
current_velocity/5T,short,bayes_covariate_prediction,3.286330858245492,2.91359569181815,0.5493215439626555,0.6554102410891427,0.43597219167423384,0.3435261996851947,0.3677495860120841,0.2954592712006785,0.2954592712006785
current_velocity/5T,short,full_ridge_shared,3.286330858245492,2.91359569181815,0.5493215439626555,0.6554102410891427,0.43597219167423384,0.3435261996851947,0.3677495860120841,0.2954592712006785,0.2954592712006785
current_velocity/H,long,vanilla,0.6776343872770667,11.706170184893693,1.1858292484606365,1.4933212670437028,2265187340389.5234,0.6040750093294017,1.3405691364710408,0.429431390326163,0.429431390326163
current_velocity/H,long,covariate_prediction,0.6776343872770667,11.706170184893693,1.1858292484606365,1.4933212670437028,2265187340389.5234,0.6040750093294017,1.3405691364710408,0.429431390326163,0.429431390326163
current_velocity/H,long,bayes_covariate_prediction,0.6776343872770667,11.706170184893693,1.1858292484606365,1.4933212670437028,2265187340389.5234,0.6040750093294017,1.3405691364710408,0.429431390326163,0.429431390326163
current_velocity/H,long,full_ridge_shared,0.6776343872770667,11.706170184893693,1.1858292484606365,1.4933212670437028,2265187340389.5234,0.6040750093294017,1.3405691364710408,0.429431390326163,0.429431390326163
current_velocity/H,medium,vanilla,1.3461475521326065,10.956829556474784,1.1121571701612962,1.3903823846714696,2525141588144.6694,0.5614585281976375,1.1527020069455804,0.40155939401233326,0.40155939401233326
current_velocity/H,medium,covariate_prediction,1.3461475521326065,10.956829556474784,1.1121571701612962,1.3903823846714696,2525141588144.6694,0.5614585281976375,1.1527020069455804,0.40155939401233326,0.40155939401233326
current_velocity/H,medium,bayes_covariate_prediction,1.3461475521326065,10.956829556474784,1.1121571701612962,1.3903823846714696,2525141588144.6694,0.5614585281976375,1.1527020069455804,0.40155939401233326,0.40155939401233326
current_velocity/H,medium,full_ridge_shared,1.3461475521326065,10.956829556474784,1.1121571701612962,1.3903823846714696,2525141588144.6694,0.5614585281976375,1.1527020069455804,0.40155939401233326,0.40155939401233326
current_velocity/H,short,vanilla,8.70329169370234,6.584621841306873,0.7994899050682378,0.9958634210007489,1990655322254.2659,0.44136103082945727,0.7026019718045315,0.33344984410306405,0.33344984410306405
current_velocity/H,short,covariate_prediction,8.70329169370234,6.584621841306873,0.7994899050682378,0.9958634210007489,1990655322254.2659,0.44136103082945727,0.7026019718045315,0.33344984410306405,0.33344984410306405
current_velocity/H,short,bayes_covariate_prediction,8.70329169370234,6.584621841306873,0.7994899050682378,0.9958634210007489,1990655322254.2659,0.44136103082945727,0.7026019718045315,0.33344984410306405,0.33344984410306405
current_velocity/H,short,full_ridge_shared,8.70329169370234,6.584621841306873,0.7994899050682378,0.9958634210007489,1990655322254.2659,0.44136103082945727,0.7026019718045315,0.33344984410306405,0.33344984410306405
epf_electricity_price/H,long,vanilla,0.34083488304167986,221.42789991938164,8.508772664683915,11.780221970231468,1.785462644421567,0.20879303862169765,1.3994283956737916,0.20003318783476634,0.20003318783476634
epf_electricity_price/H,long,covariate_prediction,10.944993666373193,236.62338691220373,8.891699183612825,12.182975653253223,1.8058202103141041,0.2202332875063316,1.4466765735167022,0.20868216451941862,0.20868216451941862
epf_electricity_price/H,long,bayes_covariate_prediction,10.945015395991504,225.22229618016078,8.590251502313073,11.869015730638832,1.7876923889794452,0.211160381874568,1.4069176529032001,0.20146173889148974,0.20146173889148974
epf_electricity_price/H,long,full_ridge_shared,11.175014295615256,218.90604001418671,8.443207263430905,11.707410805442345,1.7574835933320525,0.20747508821257002,1.3865686849043215,0.19932413740879795,0.19932413740879795
epf_electricity_price/H,medium,vanilla,0.7882051365450025,191.3619371250426,7.605481893258199,10.009415437827855,1.7642299992221349,0.19026082570354824,1.2097578962466635,0.18774633117975645,0.18774633117975645
epf_electricity_price/H,medium,covariate_prediction,12.306911817751825,210.3019611340022,8.002956115544906,10.472698414545526,1.8745593985027027,0.20417868081419488,1.2578734531413927,0.20218814828193135,0.20218814828193135
epf_electricity_price/H,medium,bayes_covariate_prediction,12.306937178596854,196.37585797349436,7.708277730084366,10.134549809750377,1.7579109147438972,0.19494627212836788,1.220301095704842,0.1906108507450959,0.1906108507450959
epf_electricity_price/H,medium,full_ridge_shared,12.912914477288723,190.2969697176713,7.556609155268422,9.964539236523533,1.752357037504405,0.18841452584954763,1.2007933740338013,0.18719988688616854,0.18719988688616854
epf_electricity_price/H,short,vanilla,2.388010318391025,124.52745872989365,6.070351255617975,7.630915334670629,1.2406968476829465,0.1577792322953122,0.9582914647557867,0.16096608875593407,0.16096608875593407
epf_electricity_price/H,short,covariate_prediction,9.16354213654995,128.21111673685036,6.13968081376471,7.726858948673085,1.1984523529007758,0.1634540840478294,0.9748496220941065,0.16245172475393957,0.16245172475393957
epf_electricity_price/H,short,bayes_covariate_prediction,9.163584155961871,125.08161014265475,6.077715687435713,7.644814904868795,1.219385477014236,0.16000366511642317,0.9621004821332755,0.16102099958888674,0.16102099958888674
epf_electricity_price/H,short,full_ridge_shared,9.312061348930001,124.37592158930322,6.063714617307164,7.62394786680704,1.2341019280684045,0.1576200648840894,0.9570429439071118,0.1607040777094521,0.1607040777094521
